Label,Score,Status,x,y,r,x0,y0,r0,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
BERT-BASE,0.627118644,Correct,992.0950863,202.5729474,4.297193741,1000,201.3559322,5.762711864,992.0892311,202.5675118,68,4,2,1,4,3,2,2
BERT-LARGE,0.627118644,Correct,769.0376534,203.4124779,4.297193741,800,201.3559322,5.762711864,769.0476761,203.4128971,68,4,2,1,4,3,2,2
GLOVE-CNN,0.627118644,Correct,174.8970951,202.05243,4.297193741,200,201.3559322,5.762711864,174.8976185,202.0554816,67,4,2,1,4,3,2,2
GLOVE-LSTM,0.627118644,Correct,388.9369436,206.3910916,4.297193741,400,201.3559322,5.762711864,388.9408137,206.3895074,68,4,2,1,4,3,2,2
ROBERTA-LARGE,0.627118644,Correct,614.083077,200.7201786,4.297193741,600,201.3559322,5.762711864,614.0837879,200.7222928,68,4,2,1,4,3,2,2
BERT-BASE,0.628205128,Correct,980.7879797,205.1292507,4.301173633,1000,200.7692309,5.769230768,980.7829286,205.1204298,85,4,2,1,4,3,2,2
BERT-LARGE,0.628205128,Correct,804.9856877,203.0512239,4.301173633,800,200.7692309,5.769230768,804.9619619,203.0644359,85,4,2,1,4,3,2,2
GLOVE-CNN,0.628205128,Incorrect,219.5630382,203.036141,4.301173633,200,200.7692309,5.769230768,219.5608074,203.0348225,84,4,2,1,4,3,2,2
GLOVE-LSTM,0.628205128,Correct,380.6728719,198.2565174,4.301173633,400,200.7692309,5.769230768,380.6759752,198.2567094,85,4,2,1,4,3,2,2
ROBERTA-LARGE,0.628205128,Correct,605.8371252,208.8863715,4.301173633,600,200.7692309,5.769230768,605.8336114,208.8822265,85,4,2,1,4,3,2,2
BERT-BASE,0.632478632,Correct,980.727108,193.5133385,4.316827874,1000,198.4615387,5.794871792,980.728989,193.5059781,51,4,2,1,4,3,2,2
BERT-LARGE,0.632478632,Correct,784.9192269,200.5645041,4.316827874,800,198.4615387,5.794871792,784.9130915,200.5537475,51,4,2,1,4,3,2,2
GLOVE-CNN,0.632478632,Correct,217.4406335,191.6097343,4.316827874,200,198.4615387,5.794871792,217.4404755,191.6095174,50,4,2,1,4,3,2,2
GLOVE-LSTM,0.632478632,Correct,409.1017401,196.1689488,4.316827874,400,198.4615387,5.794871792,409.0983383,196.1647363,51,4,2,1,4,3,2,2
ROBERTA-LARGE,0.632478632,Correct,602.8780751,197.6764742,4.316827874,600,198.4615387,5.794871792,602.8821732,197.6721192,51,4,2,1,4,3,2,2
BERT-BASE,0.63362069,Correct,1013.769091,199.7222755,4.321011338,1000,197.8448274,5.80172414,1013.766889,199.7183112,123,4,3,2,4,3,2,2
BERT-LARGE,0.63362069,Correct,833.9366035,197.6788251,4.321011338,800,197.8448274,5.80172414,833.9243022,197.6782826,123,4,3,2,4,3,2,2
GLOVE-CNN,0.63362069,Correct,228.5186297,195.6309353,4.321011338,200,197.8448274,5.80172414,228.5178301,195.6335447,122,4,3,2,4,3,2,2
GLOVE-LSTM,0.63362069,Correct,397.7872383,198.8668398,4.321011338,400,197.8448274,5.80172414,397.7861251,198.8601353,123,4,3,2,4,3,2,2
ROBERTA-LARGE,0.63362069,Correct,592.2040498,192.2707821,4.321011338,600,197.8448274,5.80172414,592.2129528,192.2702746,123,4,3,2,4,3,2,2
BERT-BASE,0.635135135,Correct,970.2273462,198.5305494,4.326558891,1000,197.0270271,5.81081081,970.2332713,198.5280403,52,4,3,2,4,3,2,2
BERT-LARGE,0.635135135,Correct,822.2938996,198.0084381,4.326558891,800,197.0270271,5.81081081,822.282968,198.0038697,52,4,3,2,4,3,2,2
GLOVE-CNN,0.635135135,Correct,196.9236174,198.079848,4.326558891,200,197.0270271,5.81081081,196.9241707,198.0823613,51,4,3,2,4,3,2,2
GLOVE-LSTM,0.635135135,Correct,418.6451959,202.8334525,4.326558891,400,197.0270271,5.81081081,418.6364141,202.835791,52,4,3,2,4,3,2,2
ROBERTA-LARGE,0.635135135,Correct,593.0280654,203.8834543,4.326558891,600,197.0270271,5.81081081,593.0354603,203.8815112,52,4,3,2,4,3,2,2
BERT-BASE,0.637931034,Correct,1025.946519,197.5653851,4.336800528,1000,195.5172416,5.827586204,1025.936177,197.5667239,70,4,3,2,4,3,2,2
BERT-LARGE,0.637931034,Correct,795.6608548,196.0847884,4.336800528,800,195.5172416,5.827586204,795.655173,196.0761091,70,4,3,2,4,3,2,2
GLOVE-CNN,0.637931034,Incorrect,185.324134,196.8977744,4.336800528,200,195.5172416,5.827586204,185.3252318,196.906262,69,4,3,2,4,3,2,2
GLOVE-LSTM,0.637931034,Correct,425.3896935,193.3179017,4.336800528,400,195.5172416,5.827586204,425.3704971,193.3146913,70,4,3,2,4,3,2,2
ROBERTA-LARGE,0.637931034,Correct,582.2677442,198.3706115,4.336800528,600,195.5172416,5.827586204,582.2783694,198.3702312,70,4,3,2,4,3,2,2
BERT-BASE,0.642857143,Correct,1002.985243,195.2615769,4.354845322,1000,192.8571428,5.857142858,1002.984697,195.2576713,11,4,3,2,4,3,2,2
BERT-LARGE,0.642857143,Correct,807.2808672,191.6234101,4.354845322,800,192.8571428,5.857142858,807.2914193,191.6450776,11,4,3,2,4,3,2,2
GLOVE-CNN,0.642857143,Correct,205.507718,187.8837632,4.354845322,200,192.8571428,5.857142858,205.5166257,187.8806242,10,4,3,2,4,3,2,2
GLOVE-LSTM,0.642857143,Correct,401.1001662,187.6795568,4.354845322,400,192.8571428,5.857142858,401.0972567,187.6801716,11,4,3,2,4,3,2,2
ROBERTA-LARGE,0.642857143,Correct,602.0641526,186.0439419,4.354845322,600,192.8571428,5.857142858,602.0696645,186.0410913,11,4,3,2,4,3,2,2
BERT-BASE,0.644144144,Correct,992.1031306,190.9206924,4.359559726,1000,192.1621622,5.864864864,992.1041989,190.9167912,108,4,3,2,4,3,2,2
BERT-LARGE,0.644144144,Correct,786.3690329,188.9776484,4.359559726,800,192.1621622,5.864864864,786.3643336,188.9707379,108,4,3,2,4,3,2,2
GLOVE-CNN,0.644144144,Correct,208.5546945,199.1833746,4.359559726,200,192.1621622,5.864864864,208.5544289,199.1802893,107,4,3,2,4,3,2,2
GLOVE-LSTM,0.644144144,Correct,389.4984451,190.6390058,4.359559726,400,192.1621622,5.864864864,389.497162,190.6347028,108,4,3,2,4,3,2,2
ROBERTA-LARGE,0.644144144,Correct,581.6088613,186.6922299,4.359559726,600,192.1621622,5.864864864,581.6159018,186.6935471,108,4,3,2,4,3,2,2
BERT-BASE,0.651260504,Correct,1018.112419,188.8590825,4.385627613,1000,188.3193278,5.907563024,1018.109077,188.8564151,120,4,3,2,5,3,3,2
BERT-LARGE,0.651260504,Correct,775.4706373,193.6600404,4.385627613,800,188.3193278,5.907563024,775.4645892,193.6517101,120,4,3,2,5,3,3,2
GLOVE-CNN,0.651260504,Incorrect,169.0178064,189.1974092,4.385627613,200,188.3193278,5.907563024,169.0152542,189.1986592,119,4,3,2,5,3,3,2
GLOVE-LSTM,0.651260504,Correct,372.3715504,190.0303643,4.385627613,400,188.3193278,5.907563024,372.3760418,190.0311243,120,4,3,2,5,3,3,2
ROBERTA-LARGE,0.651260504,Incorrect,571.517503,192.6978748,4.385627613,600,188.3193278,5.907563024,571.5247972,192.6966556,120,4,3,2,5,3,3,2
BERT-BASE,0.659292035,Correct,975.5145706,183.0161576,4.415047855,1000,183.9823011,5.95575221,975.5121836,183.0126056,33,4,3,2,5,3,3,2
BERT-LARGE,0.659292035,Correct,818.1184001,187.0472845,4.415047855,800,183.9823011,5.95575221,818.1154112,187.0417781,33,4,3,2,5,3,3,2
GLOVE-CNN,0.659292035,Correct,192.1702016,187.3563222,4.415047855,200,183.9823011,5.95575221,192.1650329,187.3642405,32,4,3,2,5,3,3,2
GLOVE-LSTM,0.659292035,Correct,381.2354093,182.2468563,4.415047855,400,183.9823011,5.95575221,381.2371656,182.2435491,33,4,3,2,5,3,3,2
ROBERTA-LARGE,0.659292035,Correct,626.773658,184.1292331,4.415047855,600,183.9823011,5.95575221,626.7816799,184.1348518,33,4,3,2,5,3,3,2
BERT-BASE,0.660869565,Correct,1007.223654,184.2823607,4.420826494,1000,183.1304349,5.96521739,1007.221879,184.2797326,24,4,3,2,5,3,3,2
BERT-LARGE,0.660869565,Correct,776.9058286,181.9591625,4.420826494,800,183.1304349,5.96521739,776.9031453,181.9521406,24,4,3,2,5,3,3,2
GLOVE-CNN,0.660869565,Correct,180.4035826,186.0935606,4.420826494,200,183.1304349,5.96521739,180.4009864,186.0994598,23,4,3,2,5,3,3,2
GLOVE-LSTM,0.660869565,Correct,412.5670399,184.9554452,4.420826494,400,183.1304349,5.96521739,412.5652926,184.9541097,24,4,3,2,5,3,3,2
ROBERTA-LARGE,0.660869565,Correct,591.6585565,180.5514338,4.420826494,600,183.1304349,5.96521739,591.6637958,180.5527731,24,4,3,2,5,3,3,2
BERT-BASE,0.662280702,Correct,1027.619825,181.8436769,4.42599562,1000,182.3684209,5.973684212,1027.615597,181.8423844,45,4,3,2,5,3,3,2
BERT-LARGE,0.662280702,Correct,829.2252548,182.8358584,4.42599562,800,182.3684209,5.973684212,829.2253254,182.8276992,45,4,3,2,5,3,3,2
GLOVE-CNN,0.662280702,Correct,187.3891517,176.5196611,4.42599562,200,182.3684209,5.973684212,187.3870103,176.5272562,44,4,3,2,5,3,3,2
GLOVE-LSTM,0.662280702,Correct,423.9424163,181.6472954,4.42599562,400,182.3684209,5.973684212,423.9374188,181.6443551,45,4,3,2,5,3,3,2
ROBERTA-LARGE,0.662280702,Correct,615.549634,187.8986988,4.42599562,600,182.3684209,5.973684212,615.5545298,187.8900669,45,4,3,2,5,3,3,2
BERT-BASE,0.672413793,Correct,996.2087973,179.8409348,4.463114072,1000,176.8965518,6.034482758,996.2089447,179.838359,118,4,3,2,5,3,3,2
BERT-LARGE,0.672413793,Correct,808.6952638,179.8077464,4.463114072,800,176.8965518,6.034482758,808.6946078,179.8015159,118,4,3,2,5,3,3,2
GLOVE-CNN,0.672413793,Correct,175.5679794,175.2379175,4.463114072,200,176.8965518,6.034482758,175.5674268,175.2446142,117,4,3,2,5,3,3,2
GLOVE-LSTM,0.672413793,Correct,404.3956966,176.3287611,4.463114072,400,176.8965518,6.034482758,404.3923129,176.3305569,118,4,3,2,5,3,3,2
ROBERTA-LARGE,0.672413793,Correct,570.9782361,180.8614111,4.463114072,600,176.8965518,6.034482758,570.986364,180.8617042,118,4,3,2,5,3,3,2
GLOVE-CNN,0.677966102,Correct,199.2837713,177.8287394,4.483452694,200,173.8983049,6.067796612,199.276451,177.8372184,150,4,3,2,5,3,3,2
BERT-BASE,0.679487179,Correct,1016.711247,177.073774,4.48902454,1000,173.0769233,6.076923074,1016.70875,177.0726804,119,4,3,2,5,3,3,2
BERT-LARGE,0.679487179,Incorrect,800.926222,160.501806,4.48902454,800,173.0769233,6.076923074,800.9264548,160.4995901,119,5,3,2,5,3,3,2
GLOVE-CNN,0.679487179,Correct,238.7998204,175.5474314,4.48902454,200,173.0769233,6.076923074,238.7975963,175.5308255,118,4,3,2,5,3,3,2
GLOVE-LSTM,0.679487179,Incorrect,430.2005649,168.3911817,4.48902454,400,173.0769233,6.076923074,430.1968854,168.3887544,119,4,3,2,5,3,3,2
ROBERTA-LARGE,0.679487179,Incorrect,609.6754022,165.3047679,4.48902454,600,173.0769233,6.076923074,609.6705401,165.3018953,119,5,3,2,5,3,3,2
BERT-BASE,0.683760684,Correct,994.4688733,168.0038047,4.504678786,1000,170.7692306,6.102564104,994.4699367,168.0027483,128,5,3,2,5,3,3,2
BERT-LARGE,0.683760684,Correct,819.9923594,175.2921009,4.504678786,800,170.7692306,6.102564104,819.9904557,175.2884092,128,5,3,2,5,3,3,2
GLOVE-CNN,0.683760684,Correct,218.3149138,165.0050747,4.504678786,200,170.7692306,6.102564104,218.2965054,164.9907155,127,5,3,2,5,3,3,2
GLOVE-LSTM,0.683760684,Correct,435.6566855,179.0666135,4.504678786,400,170.7692306,6.102564104,435.6486533,179.0649513,128,5,3,2,5,3,3,2
ROBERTA-LARGE,0.683760684,Correct,621.4609624,173.4612596,4.504678786,600,170.7692306,6.102564104,621.4649475,173.4706869,128,5,3,2,5,3,3,2
BERT-BASE,0.685344828,Correct,985.0632709,175.4818105,4.510481652,1000,169.9137929,6.112068968,985.0652976,175.4790459,37,5,3,2,5,3,3,2
BERT-BASE,0.685344828,Correct,1038.44394,169.9178267,4.510481652,1000,169.9137929,6.112068968,1038.438682,169.9178181,72,5,3,2,5,3,3,2
BERT-LARGE,0.685344828,Correct,788.022468,177.2309808,4.510481652,800,169.9137929,6.112068968,788.0261193,177.2266109,37,5,3,2,5,3,3,2
BERT-LARGE,0.685344828,Correct,797.6453921,184.4414548,4.510481652,800,169.9137929,6.112068968,797.6472071,184.4360093,72,5,3,2,5,3,3,2
GLOVE-CNN,0.685344828,Correct,227.1533725,178.856343,4.510481652,200,169.9137929,6.112068968,227.1579035,178.8608964,36,5,3,2,5,3,3,2
GLOVE-CNN,0.685344828,Incorrect,201.8004056,157.0256126,4.510481652,200,169.9137929,6.112068968,201.7994322,157.0356672,71,5,3,2,5,3,3,2
GLOVE-LSTM,0.685344828,Correct,392.7742713,179.2297039,4.510481652,400,169.9137929,6.112068968,392.774827,179.2282226,37,5,3,2,5,3,3,2
GLOVE-LSTM,0.685344828,Correct,372.6760504,173.94261,4.510481652,400,169.9137929,6.112068968,372.6791587,173.9399479,72,5,3,2,5,3,3,2
ROBERTA-LARGE,0.685344828,Correct,570.7420802,168.892599,4.510481652,600,169.9137929,6.112068968,570.7508064,168.894486,37,5,3,2,5,3,3,2
ROBERTA-LARGE,0.685344828,Correct,581.2483356,174.722061,4.510481652,600,169.9137929,6.112068968,581.2552399,174.7236461,72,5,3,2,5,3,3,2
BERT-BASE,0.6875,Correct,1005.633259,172.4598447,4.518376247,1000,168.75,6.125,1005.632496,172.4588043,111,5,3,2,5,3,3,2
BERT-LARGE,0.6875,Incorrect,778.3182273,170.1180513,4.518376247,800,168.75,6.125,778.3241006,170.1137938,111,5,3,2,5,3,3,2
GLOVE-CNN,0.6875,Correct,163.6862601,173.6574841,4.518376247,200,168.75,6.125,163.6876496,173.655037,110,5,3,2,5,3,3,2
GLOVE-LSTM,0.6875,Correct,375.6365865,162.2808507,4.518376247,400,168.75,6.125,375.6396896,162.2798032,111,5,3,2,5,3,3,2
ROBERTA-LARGE,0.6875,Correct,610.0788237,177.2808716,4.518376247,600,168.75,6.125,610.0798555,177.2760083,111,5,3,2,5,3,3,2
BERT-BASE,0.692982456,Correct,962.4461889,167.069134,4.538458991,1000,165.7894738,6.157894736,962.4517188,167.0662475,87,5,3,2,5,3,3,2
BERT-LARGE,0.692982456,Correct,831.196504,170.883008,4.538458991,800,165.7894738,6.157894736,831.1934301,170.8794882,87,5,3,2,5,3,3,2
GLOVE-CNN,0.692982456,Correct,170.3633456,163.6221985,4.538458991,200,165.7894738,6.157894736,170.364185,163.6212924,86,5,3,2,5,3,3,2
GLOVE-LSTM,0.692982456,Correct,364.0311721,165.5491274,4.538458991,400,165.7894738,6.157894736,364.035358,165.5459665,87,5,3,2,5,3,3,2
ROBERTA-LARGE,0.692982456,Correct,642.2512255,170.0046903,4.538458991,600,165.7894738,6.157894736,642.2413274,170.0034939,87,5,3,2,5,3,3,2
BERT-BASE,0.693277311,Correct,973.7993369,171.1931998,4.539539073,1000,165.6302521,6.159663866,973.8030965,171.1904301,66,5,3,2,5,3,3,2
BERT-LARGE,0.693277311,Correct,768.3473089,163.3360261,4.539539073,800,165.6302521,6.159663866,768.3548142,163.3328984,66,5,3,2,5,3,3,2
GLOVE-CNN,0.693277311,Correct,215.3043436,176.6803478,4.539539073,200,165.6302521,6.159663866,215.3125303,176.6721329,65,5,3,2,5,3,3,2
GLOVE-LSTM,0.693277311,Correct,384.2742795,170.6916789,4.539539073,400,165.6302521,6.159663866,384.2753889,170.6907891,66,5,3,2,5,3,3,2
ROBERTA-LARGE,0.693277311,Incorrect,599.2785294,171.3398943,4.539539073,600,165.6302521,6.159663866,599.2751169,171.3361805,66,5,3,2,5,3,3,2
BERT-BASE,0.693693694,Correct,1015.222151,165.1376807,4.541064322,1000,165.4054052,6.162162164,1015.220516,165.138132,106,5,3,2,5,3,3,2
BERT-LARGE,0.693693694,Correct,789.3833496,165.2561238,4.541064322,800,165.4054052,6.162162164,789.3859243,165.2535579,106,5,3,2,5,3,3,2
GLOVE-CNN,0.693693694,Correct,230.1505464,167.2033889,4.541064322,200,165.4054052,6.162162164,230.1226112,167.2109593,105,5,3,2,5,3,3,2
GLOVE-LSTM,0.693693694,Incorrect,399.6336857,155.915852,4.541064322,400,165.4054052,6.162162164,399.6271549,155.915445,106,5,3,2,5,3,3,2
ROBERTA-LARGE,0.693693694,Correct,588.7166768,165.2635389,4.541064322,600,165.4054052,6.162162164,588.7146398,165.260125,106,5,3,2,5,3,3,2
BERT-BASE,0.695454545,Correct,992.7106618,155.8776173,4.547514483,1000,164.4545457,6.17272727,992.7128001,155.8780136,64,5,3,2,5,3,3,2
BERT-LARGE,0.695454545,Correct,821.7318922,163.3684058,4.547514483,800,164.4545457,6.17272727,821.729351,163.3665727,64,5,3,2,5,3,3,2
GLOVE-CNN,0.695454545,Incorrect,189.8527741,155.5013569,4.547514483,200,164.4545457,6.17272727,189.8540927,155.5097977,63,5,3,2,5,3,3,2
GLOVE-LSTM,0.695454545,Correct,418.4496528,171.0080053,4.547514483,400,164.4545457,6.17272727,418.4480293,171.0050303,64,5,3,2,5,3,3,2
ROBERTA-LARGE,0.695454545,Correct,630.8746401,165.9401453,4.547514483,600,164.4545457,6.17272727,630.8669641,165.9376698,64,5,3,2,5,3,3,2
BERT-BASE,0.698198198,Correct,1026.376125,169.9097855,4.557564738,1000,162.9729731,6.189189188,1026.372487,169.9101552,130,5,3,2,5,3,3,2
BERT-LARGE,0.698198198,Correct,810.4358021,167.9320784,4.557564738,800,162.9729731,6.189189188,810.4353991,167.9290878,130,5,3,2,5,3,3,2
GLOVE-CNN,0.698198198,Correct,182.3440339,165.2412178,4.557564738,200,162.9729731,6.189189188,182.3427718,165.2448517,129,5,3,2,5,3,3,2
GLOVE-LSTM,0.698198198,Correct,441.9329087,165.6934724,4.557564738,400,162.9729731,6.189189188,441.9295683,165.6876647,130,5,3,2,5,3,3,2
ROBERTA-LARGE,0.698198198,Correct,588.6606093,153.1567981,4.557564738,600,162.9729731,6.189189188,588.6590969,153.1549755,130,5,3,2,5,3,3,2
BERT-BASE,0.708695652,Correct,1003.941,160.4727551,4.596017885,1000,157.3043479,6.252173912,1003.941246,160.4733278,86,5,3,2,5,4,3,2
BERT-LARGE,0.708695652,Correct,799.1544186,172.4293705,4.596017885,800,157.3043479,6.252173912,799.1551314,172.4254302,86,5,3,2,5,4,3,2
GLOVE-CNN,0.708695652,Correct,238.2100653,158.1239775,4.596017885,200,157.3043479,6.252173912,238.1766933,158.1313109,85,5,3,2,5,4,3,2
GLOVE-LSTM,0.708695652,Correct,378.6564345,150.2237291,4.596017885,400,157.3043479,6.252173912,378.6605187,150.2249724,86,5,3,2,5,4,3,2
ROBERTA-LARGE,0.708695652,Correct,560.164642,163.007668,4.596017885,600,157.3043479,6.252173912,560.1750358,163.010016,86,5,3,2,5,4,3,2
BERT-BASE,0.713043478,Incorrect,1024.935735,157.8381007,4.611944375,1000,154.9565219,6.278260868,1024.933151,157.8401268,7,5,3,2,5,4,3,2
BERT-LARGE,0.713043478,Correct,812.1276619,155.9182972,4.611944375,800,154.9565219,6.278260868,812.1267652,155.9170491,7,5,3,2,5,4,3,2
GLOVE-CNN,0.713043478,Correct,158.2202979,162.0705696,4.611944375,200,154.9565219,6.278260868,158.2230281,162.0660796,6,5,3,2,5,4,3,2
GLOVE-LSTM,0.713043478,Correct,422.1042502,159.411913,4.611944375,400,154.9565219,6.278260868,422.1029424,159.4094978,7,5,3,2,5,4,3,2
ROBERTA-LARGE,0.713043478,Correct,578.1473305,147.0418526,4.611944375,600,154.9565219,6.278260868,578.1472472,147.0406641,7,5,3,2,5,4,3,2
BERT-BASE,0.715517241,Correct,960.2342239,154.9618185,4.621005998,1000,153.6206899,6.293103446,960.2409102,154.9604332,75,5,3,2,5,4,3,2
BERT-LARGE,0.715517241,Correct,791.0739711,153.2329962,4.621005998,800,153.6206899,6.293103446,791.0756156,153.2311636,75,5,3,2,5,4,3,2
GLOVE-CNN,0.715517241,Correct,194.4251901,166.739374,4.621005998,200,153.6206899,6.293103446,194.4206047,166.7481287,74,5,3,2,5,4,3,2
GLOVE-LSTM,0.715517241,Correct,414.9920617,141.2952769,4.621005998,400,153.6206899,6.293103446,414.9901063,141.3019125,75,5,3,2,5,4,3,2
ROBERTA-LARGE,0.715517241,Correct,609.9399171,153.2176134,4.621005998,600,153.6206899,6.293103446,609.9352159,153.2166495,75,5,3,2,5,4,3,2
BERT-BASE,0.716101695,Correct,983.2193679,163.5012956,4.623146908,1000,153.3050847,6.29661017,983.2223694,163.5001728,5,5,3,2,5,4,3,2
BERT-LARGE,0.716101695,Correct,779.5993708,158.0643294,4.623146908,800,153.3050847,6.29661017,779.6048357,158.0620942,5,5,3,2,5,4,3,2
GLOVE-CNN,0.716101695,Correct,221.4174318,144.3141554,4.623146908,200,153.3050847,6.29661017,221.4140908,144.313628,4,5,3,2,5,4,3,2
GLOVE-LSTM,0.716101695,Correct,354.931235,156.4614042,4.623146908,400,153.3050847,6.29661017,354.9385496,156.4578671,5,5,3,2,5,4,3,2
ROBERTA-LARGE,0.716101695,Incorrect,578.1364213,159.2718878,4.623146908,600,153.3050847,6.29661017,578.1361224,159.2689173,5,5,3,2,5,4,3,2
BERT-BASE,0.716814159,Correct,969.7110397,147.1188648,4.625756729,1000,152.9203541,6.300884954,969.7167587,147.119393,133,5,3,2,5,4,3,2
BERT-LARGE,0.716814159,Correct,771.0060452,139.0329369,4.625756729,800,152.9203541,6.300884954,771.0112254,139.0331293,133,5,3,2,5,4,3,2
GLOVE-CNN,0.716814159,Incorrect,153.405587,150.8127081,4.625756729,200,152.9203541,6.300884954,153.4138382,150.8075079,132,5,3,2,5,4,3,2
GLOVE-LSTM,0.716814159,Correct,391.1168895,147.226927,4.625756729,400,152.9203541,6.300884954,391.1174907,147.2295135,133,5,3,2,5,4,3,2
ROBERTA-LARGE,0.716814159,Correct,599.2350317,159.1885305,4.625756729,600,152.9203541,6.300884954,599.2316378,159.1866894,133,5,3,2,5,4,3,2
BERT-BASE,0.719008264,Correct,1013.656829,153.0766905,4.633793939,1000,151.7355374,6.314049584,1013.656086,153.0788426,102,5,3,2,5,4,3,2
BERT-LARGE,0.719008264,Correct,835.1672595,146.7709993,4.633793939,800,151.7355374,6.314049584,835.1596821,146.7701177,102,5,3,2,5,4,3,2
GLOVE-CNN,0.719008264,Correct,185.2828707,144.2122366,4.633793939,200,151.7355374,6.314049584,185.2895323,144.2198232,101,5,3,2,5,4,3,2
GLOVE-LSTM,0.719008264,Incorrect,407.9943476,164.8072441,4.633793939,400,151.7355374,6.314049584,407.9921323,164.8087514,102,5,3,2,5,4,3,2
ROBERTA-LARGE,0.719008264,Correct,643.1138341,145.5634624,4.633793939,600,151.7355374,6.314049584,643.1041315,145.5656449,102,5,3,2,5,4,3,2
BERT-BASE,0.719827586,Correct,971.7311284,159.19629,4.636795192,1000,151.2931036,6.318965516,971.7358633,159.1950612,30,5,3,2,5,4,3,2
BERT-LARGE,0.719827586,Correct,833.23532,158.8822595,4.636795192,800,151.2931036,6.318965516,833.2326433,158.8803965,30,5,3,2,5,4,3,2
GLOVE-CNN,0.719827586,Correct,206.5923676,168.1736099,4.636795192,200,151.2931036,6.318965516,206.5830611,168.1857187,29,5,3,2,5,4,3,2
GLOVE-LSTM,0.719827586,Correct,431.3111872,151.3397473,4.636795192,400,151.2931036,6.318965516,431.3079085,151.3376484,30,5,3,2,5,4,3,2
ROBERTA-LARGE,0.719827586,Correct,631.2258982,153.7568175,4.636795192,600,151.2931036,6.318965516,631.2183261,153.7559822,30,5,3,2,5,4,3,2
BERT-BASE,0.72173913,Correct,1036.233269,153.0851222,4.643797355,1000,150.2608698,6.33043478,1036.225182,153.0783525,22,5,3,2,5,4,3,2
BERT-BASE,0.72173913,Correct,1023.453759,145.6799013,4.643797355,1000,150.2608698,6.33043478,1023.451978,145.6836033,82,5,3,2,5,4,3,2
BERT-LARGE,0.72173913,Incorrect,802.37868,148.4736241,4.643797355,800,150.2608698,6.33043478,802.3792307,148.4731863,22,5,3,2,5,4,3,2
BERT-LARGE,0.72173913,Correct,769.4260477,151.1961731,4.643797355,800,150.2608698,6.33043478,769.4331861,151.194475,82,5,3,2,5,4,3,2
GLOVE-CNN,0.72173913,Incorrect,165.5755345,152.2769984,4.643797355,200,150.2608698,6.33043478,165.5814135,152.2769733,21,5,3,2,5,4,3,2
GLOVE-CNN,0.72173913,Correct,247.2923722,149.1266444,4.643797355,200,150.2608698,6.33043478,247.3349993,149.1033849,81,5,3,2,5,4,3,2
GLOVE-LSTM,0.72173913,Correct,396.0507373,167.5572756,4.643797355,400,150.2608698,6.33043478,396.05094,167.5579113,22,5,3,2,5,4,3,2
GLOVE-LSTM,0.72173913,Correct,443.3896836,153.5793879,4.643797355,400,150.2608698,6.33043478,443.3851387,153.5751085,82,5,3,2,5,4,3,2
ROBERTA-LARGE,0.72173913,Incorrect,620.7096047,147.3451989,4.643797355,600,150.2608698,6.33043478,620.7035878,147.3452938,22,5,3,2,5,4,3,2
ROBERTA-LARGE,0.72173913,Incorrect,642.8076794,157.8351493,4.643797355,600,150.2608698,6.33043478,642.7978649,157.8356135,82,5,3,2,5,4,3,2
BERT-BASE,0.722689076,Correct,1002.333463,148.3386815,4.647277095,1000,149.747899,6.336134456,1002.334642,148.3408838,39,5,3,2,5,4,3,2
BERT-LARGE,0.722689076,Correct,758.0970259,155.9558192,4.647277095,800,149.747899,6.336134456,758.1071622,155.9560788,39,5,3,2,5,4,3,2
GLOVE-CNN,0.722689076,Incorrect,234.3560343,146.5145546,4.647277095,200,149.747899,6.336134456,234.3505006,146.5157988,38,5,3,2,5,4,3,2
GLOVE-LSTM,0.722689076,Correct,439.2969147,141.9966809,4.647277095,400,149.747899,6.336134456,439.2910366,141.9946579,39,5,3,2,5,4,3,2
ROBERTA-LARGE,0.722689076,Correct,621.0281708,135.054705,4.647277095,600,149.747899,6.336134456,621.0223193,135.056478,39,5,3,2,5,4,3,2
BERT-BASE,0.725663717,Correct,981.2195194,151.3901898,4.658173481,1000,148.1415928,6.353982302,981.2234197,151.3906728,78,5,3,2,5,4,3,2
BERT-BASE,0.725663717,Incorrect,1046.099817,145.7356799,4.658173481,1000,148.1415928,6.353982302,1046.090595,145.7302028,150,5,3,2,5,4,3,2
BERT-LARGE,0.725663717,Correct,803.94348,136.2601203,4.658173481,800,148.1415928,6.353982302,803.9442274,136.2615014,78,5,3,2,5,4,3,2
GLOVE-CNN,0.725663717,Correct,213.5079661,153.7094326,4.658173481,200,148.1415928,6.353982302,213.5002724,153.7016739,77,5,3,2,5,4,3,2
GLOVE-CNN,0.725663717,Correct,177.7509439,153.9314339,4.658173481,200,148.1415928,6.353982302,177.754627,153.9348912,149,5,3,2,5,4,3,2
GLOVE-LSTM,0.725663717,Correct,387.3233429,158.8812004,4.658173481,400,148.1415928,6.353982302,387.325432,158.882278,78,5,3,2,5,4,3,2
GLOVE-LSTM,0.725663717,Correct,411.6045163,153.0584644,4.658173481,400,148.1415928,6.353982302,411.6012907,153.0612581,150,5,3,2,5,4,3,2
ROBERTA-LARGE,0.725663717,Correct,631.5180458,141.4861545,4.658173481,600,148.1415928,6.353982302,631.5105361,141.4872034,78,5,3,2,5,4,3,2
