Label,Score,Status,x,y,r,x0,y0,r0,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
BERT-LARGE,0.381578947,Incorrect,784.8254541,331.7645614,3.397759064,800,333.9473686,4.289473682,784.8287569,331.7641891,113,2,1,1,3,2,2,1
GLOVE-CNN,0.381578947,Incorrect,209.9204284,331.9276454,3.397759064,200,333.9473686,4.289473682,209.9185007,331.9278965,112,2,2,1,3,2,2,1
GLOVE-LSTM,0.381578947,Incorrect,390.3375409,333.1166499,3.397759064,400,333.9473686,4.289473682,390.336904,333.1163434,113,2,2,1,3,2,2,1
ROBERTA-LARGE,0.381578947,Incorrect,599.0586645,332.4393064,3.397759064,600,333.9473686,4.289473682,599.057679,332.4387785,113,2,1,1,3,2,2,1
BERT-BASE,0.388392857,Correct,993.7536959,328.36999,3.422719048,1000,330.2678572,4.330357142,993.7534199,328.3704047,48,2,2,1,3,2,2,1
BERT-LARGE,0.388392857,Correct,810.6053608,327.9470456,3.422719048,800,330.2678572,4.330357142,810.6058698,327.9465901,48,2,2,1,3,2,2,1
GLOVE-CNN,0.388392857,Incorrect,193.5102245,327.9432272,3.422719048,200,330.2678572,4.330357142,193.5100848,327.9424974,47,2,2,1,3,2,2,1
GLOVE-LSTM,0.388392857,Correct,398.405861,327.5208094,3.422719048,400,330.2678572,4.330357142,398.4033593,327.5194237,48,2,2,1,3,2,2,1
ROBERTA-LARGE,0.388392857,Correct,589.6272033,329.7026425,3.422719048,600,330.2678572,4.330357142,589.627088,329.7023477,48,2,2,1,3,2,2,1
BERT-BASE,0.397321429,Correct,1003.202331,324.8834043,3.455425235,1000,325.4464283,4.383928574,1003.204353,324.8853358,61,2,2,1,3,2,2,1
BERT-LARGE,0.397321429,Correct,801.5786048,323.9351371,3.455425235,800,325.4464283,4.383928574,801.5794422,323.9362059,61,2,2,1,3,2,2,1
GLOVE-CNN,0.397321429,Correct,202.9336552,324.9799666,3.455425235,200,325.4464283,4.383928574,202.9328987,324.9803323,60,2,2,1,3,2,2,1
GLOVE-LSTM,0.397321429,Correct,407.1871394,322.9967752,3.455425235,400,325.4464283,4.383928574,407.1844581,322.9970483,61,2,2,1,3,2,2,1
ROBERTA-LARGE,0.397321429,Correct,605.2932692,324.809927,3.455425235,600,325.4464283,4.383928574,605.2905303,324.8091477,61,2,2,1,3,2,2,1
BERT-BASE,0.419491525,Correct,998.4174275,314.7115616,3.536636352,1000,313.4745765,4.51694915,998.4178062,314.7116157,18,2,2,1,3,2,2,1
BERT-LARGE,0.419491525,Correct,804.5415992,313.5357947,3.536636352,800,313.4745765,4.51694915,804.5443928,313.535863,18,2,2,1,3,2,2,1
GLOVE-CNN,0.419491525,Correct,207.2409349,313.7902954,3.536636352,200,313.4745765,4.51694915,207.2393861,313.7904672,17,2,2,1,3,2,2,1
GLOVE-LSTM,0.419491525,Correct,403.7593895,313.4745804,3.536636352,400,313.4745765,4.51694915,403.7635805,313.4745805,18,2,2,1,3,2,2,1
ROBERTA-LARGE,0.419491525,Correct,602.3454288,315.2642171,3.536636352,600,313.4745765,4.51694915,602.3400853,315.2652591,18,2,2,1,3,2,2,1
BERT-BASE,0.426724138,Correct,989.4424169,310.0801066,3.563130084,1000,309.5689655,4.560344828,989.4437858,310.0804046,57,2,2,1,3,2,2,1
BERT-LARGE,0.426724138,Correct,794.8020993,310.8619871,3.563130084,800,309.5689655,4.560344828,794.8057425,310.8626977,57,2,2,1,3,2,2,1
GLOVE-CNN,0.426724138,Correct,197.7046858,310.4651341,3.563130084,200,309.5689655,4.560344828,197.7044179,310.4646519,56,2,2,1,3,2,2,1
GLOVE-LSTM,0.426724138,Correct,381.6911269,310.1404808,3.563130084,400,309.5689655,4.560344828,381.6900695,310.1405417,57,2,2,1,3,2,2,1
ROBERTA-LARGE,0.426724138,Correct,589.745251,311.0664962,3.563130084,600,309.5689655,4.560344828,589.7472819,311.0660479,57,2,2,1,3,2,2,1
BERT-BASE,0.435897436,Correct,1004.796179,306.8382651,3.596732726,1000,304.6153846,4.615384616,1004.794217,306.8377159,43,2,2,1,3,2,2,1
BERT-LARGE,0.435897436,Correct,818.3311561,305.9103788,3.596732726,800,304.6153846,4.615384616,818.3272865,305.9103108,43,3,2,1,3,2,2,1
GLOVE-CNN,0.435897436,Correct,189.4325694,304.5664137,3.596732726,200,304.6153846,4.615384616,189.4336576,304.565768,42,3,2,1,3,2,2,1
GLOVE-LSTM,0.435897436,Correct,391.3498527,306.9929963,3.596732726,400,304.6153846,4.615384616,391.3476928,306.9929711,43,3,2,1,3,2,2,1
ROBERTA-LARGE,0.435897436,Correct,598.4873873,305.8945013,3.596732726,600,304.6153846,4.615384616,598.4882358,305.8940826,43,3,2,1,3,2,2,1
BERT-BASE,0.44017094,Correct,1013.458529,301.4360044,3.612386967,1000,302.3076924,4.64102564,1013.455782,301.4361388,34,3,2,1,3,2,2,1
BERT-LARGE,0.44017094,Correct,809.5647134,300.6801919,3.612386967,800,302.3076924,4.64102564,809.561745,300.680634,34,3,2,1,3,2,2,1
GLOVE-CNN,0.44017094,Correct,205.2349817,303.6229623,3.612386967,200,302.3076924,4.64102564,205.2341718,303.6234068,33,3,2,1,3,2,2,1
GLOVE-LSTM,0.44017094,Incorrect,410.5823583,302.8091637,3.612386967,400,302.3076924,4.64102564,410.5770038,302.809507,34,3,2,1,3,2,2,1
ROBERTA-LARGE,0.44017094,Correct,589.5885573,300.8908076,3.612386967,600,302.3076924,4.64102564,589.5900308,300.8913686,34,3,2,1,3,2,2,1
BERT-BASE,0.441176471,Correct,995.7522118,302.0937607,3.61607032,1000,301.7647057,4.647058826,995.7512449,302.0935205,65,3,2,1,3,2,2,1
BERT-LARGE,0.441176471,Incorrect,799.3966324,301.779282,3.61607032,800,301.7647057,4.647058826,799.3945531,301.7782435,65,3,2,1,3,2,2,1
GLOVE-CNN,0.441176471,Correct,215.2124446,301.3739311,3.61607032,200,301.7647057,4.647058826,215.2104533,301.3738528,64,3,2,1,3,2,2,1
GLOVE-LSTM,0.441176471,Correct,400.3714467,302.210313,3.61607032,400,301.7647057,4.647058826,400.3672422,302.2086625,65,3,2,1,3,2,2,1
ROBERTA-LARGE,0.441176471,Correct,608.4134918,303.4961171,3.61607032,600,301.7647057,4.647058826,608.4132125,303.4954497,65,3,2,1,3,2,2,1
BERT-BASE,0.446902655,Correct,1004.415983,296.6107332,3.637045863,1000,298.6725663,4.68141593,1004.414234,296.6112015,91,3,2,1,3,2,2,1
BERT-LARGE,0.446902655,Correct,789.7399855,298.3350845,3.637045863,800,298.6725663,4.68141593,789.7386879,298.3349663,91,3,2,1,3,2,2,1
GLOVE-CNN,0.446902655,Correct,196.9368409,297.6077639,3.637045863,200,298.6725663,4.68141593,196.937414,297.6080765,90,3,2,1,3,2,2,1
GLOVE-LSTM,0.446902655,Incorrect,391.684131,296.7636951,3.637045863,400,298.6725663,4.68141593,391.6795383,296.7646135,91,3,2,1,3,2,2,1
ROBERTA-LARGE,0.446902655,Correct,600.2960832,295.8227009,3.637045863,600,298.6725663,4.68141593,600.2973055,295.8234079,91,3,2,1,3,2,2,1
BERT-BASE,0.452586207,Correct,989.1322347,294.2369385,3.657865241,1000,295.6034482,4.715517242,989.1328012,294.2367736,98,3,2,1,3,2,2,1
BERT-LARGE,0.452586207,Correct,780.0334409,294.9046056,3.657865241,800,295.6034482,4.715517242,780.0332164,294.9046091,98,3,2,1,3,2,2,1
GLOVE-CNN,0.452586207,Correct,187.0969725,294.5808538,3.657865241,200,295.6034482,4.715517242,187.0986574,294.5811312,97,3,2,1,3,2,2,1
GLOVE-LSTM,0.452586207,Incorrect,406.0012181,293.6160504,3.657865241,400,295.6034482,4.715517242,405.9981641,293.6164027,98,3,2,1,3,2,2,1
ROBERTA-LARGE,0.452586207,Correct,610.3010921,293.396801,3.657865241,600,295.6034482,4.715517242,610.3011719,293.3972615,98,3,2,1,3,2,2,1
BERT-BASE,0.486842105,Correct,1012.604099,278.8131072,3.783347772,1000,277.1052633,4.92105263,1012.605871,278.8110572,147,3,2,1,3,2,2,1
BERT-LARGE,0.486842105,Correct,806.6961953,278.3094282,3.783347772,800,277.1052633,4.92105263,806.6961337,278.3081889,147,3,2,1,3,2,2,1
GLOVE-CNN,0.486842105,Incorrect,208.7177444,277.0924817,3.783347772,200,277.1052633,4.92105263,208.7186174,277.0925678,146,3,2,1,3,2,2,1
GLOVE-LSTM,0.486842105,Correct,395.8427815,281.2332298,3.783347772,400,277.1052633,4.92105263,395.8389435,281.2331288,147,3,2,1,3,2,2,1
ROBERTA-LARGE,0.486842105,Correct,611.5553315,278.1945335,3.783347772,600,277.1052633,4.92105263,611.5520557,278.1952068,147,3,2,1,3,2,2,1
BERT-BASE,0.49137931,Incorrect,987.7099157,276.7136396,3.799967974,1000,274.6551726,4.94827586,987.7142443,276.7129666,143,3,2,1,3,2,2,1
BERT-LARGE,0.49137931,Incorrect,796.3821241,275.9380388,3.799967974,800,274.6551726,4.94827586,796.3838978,275.9339327,143,3,2,1,3,2,2,1
GLOVE-CNN,0.49137931,Correct,198.1380944,277.3710106,3.799967974,200,274.6551726,4.94827586,198.1400783,277.3698054,142,3,2,1,3,2,2,1
GLOVE-LSTM,0.49137931,Correct,388.1845577,273.9250201,3.799967974,400,274.6551726,4.94827586,388.1840917,273.9238458,143,3,2,1,3,2,2,1
ROBERTA-LARGE,0.49137931,Correct,594.0064124,277.833641,3.799967974,600,274.6551726,4.94827586,594.0079127,277.833826,143,3,2,1,3,2,2,1
BERT-BASE,0.495689655,Correct,1003.639968,273.1586751,3.815757168,1000,272.3275863,4.97413793,1003.640808,273.1602702,10,3,2,1,3,2,2,1
BERT-LARGE,0.495689655,Correct,786.1424623,273.1369221,3.815757168,800,272.3275863,4.97413793,786.1450789,273.1341376,10,3,2,1,3,2,2,1
GLOVE-CNN,0.495689655,Correct,182.6570993,272.9543788,3.815757168,200,272.3275863,4.97413793,182.6550286,272.9533155,9,3,2,1,3,2,2,1
GLOVE-LSTM,0.495689655,Correct,407.9365009,275.6295781,3.815757168,400,272.3275863,4.97413793,407.9398088,275.627647,10,3,2,1,3,2,2,1
ROBERTA-LARGE,0.495689655,Correct,602.9137515,272.0588202,3.815757168,600,272.3275863,4.97413793,602.9130944,272.0578058,10,3,2,1,3,2,2,1
BERT-BASE,0.5,Correct,994.1778751,268.2770075,3.831546361,1000,270,5,994.1809398,268.2768368,20,3,2,1,3,2,2,1
BERT-LARGE,0.5,Correct,813.3500018,270.0394068,3.831546361,800,270,5,813.349747,270.0394971,20,3,2,1,3,2,2,1
GLOVE-CNN,0.5,Correct,192.3153633,268.4751918,3.831546361,200,270,5,192.3137304,268.4778295,19,3,2,1,3,2,2,1
GLOVE-LSTM,0.5,Correct,398.3837711,270.9308541,3.831546361,400,270,5,398.3827482,270.9331572,20,3,2,1,3,2,2,1
ROBERTA-LARGE,0.5,Correct,593.4312368,267.2168322,3.831546361,600,270,5,593.4306296,267.2182849,20,3,2,1,3,2,2,1
BERT-BASE,0.508928571,Correct,1013.086591,268.178298,3.864252545,1000,265.1785717,5.053571426,1013.084706,268.1772673,29,3,2,1,4,3,2,1
BERT-LARGE,0.508928571,Correct,793.7213906,265.6136371,3.864252545,800,265.1785717,5.053571426,793.722427,265.6109377,29,3,2,1,4,3,2,1
GLOVE-CNN,0.508928571,Correct,202.9933199,267.8802689,3.864252545,200,265.1785717,5.053571426,202.9902162,267.8777472,28,3,2,1,4,3,2,1
GLOVE-LSTM,0.508928571,Correct,407.2653603,264.9717238,3.864252545,400,265.1785717,5.053571426,407.2610395,264.9716606,29,3,2,1,4,3,2,1
ROBERTA-LARGE,0.508928571,Correct,582.7445401,266.7662598,3.864252545,600,265.1785717,5.053571426,582.7451942,266.7657213,29,3,2,1,4,3,2,1
BERT-BASE,0.520661157,Correct,996.9789726,257.9099361,3.907230095,1000,258.8429752,5.123966942,996.9779195,257.9098898,42,3,2,1,4,3,2,2
BERT-LARGE,0.520661157,Correct,814.5573943,259.3689978,3.907230095,800,258.8429752,5.123966942,814.5530323,259.3698314,42,3,2,1,4,3,2,2
GLOVE-CNN,0.520661157,Correct,184.2516551,260.5079832,3.907230095,200,258.8429752,5.123966942,184.2529797,260.5080727,41,3,2,1,4,3,2,2
GLOVE-LSTM,0.520661157,Correct,383.3822345,258.2496998,3.907230095,400,258.8429752,5.123966942,383.3872593,258.24986,42,3,2,1,4,3,2,2
ROBERTA-LARGE,0.520661157,Correct,588.5125389,257.66948,3.907230095,600,258.8429752,5.123966942,588.514276,257.6710571,42,3,2,1,4,3,2,2
BERT-BASE,0.521367521,Correct,1007.756225,258.8159421,3.909817572,1000,258.4615387,5.128205126,1007.753873,258.8165713,36,3,2,1,4,3,2,2
BERT-BASE,0.521367521,Incorrect,1018.577128,258.9082985,3.909817572,1000,258.4615387,5.128205126,1018.573583,258.9076867,140,3,2,1,4,3,2,2
BERT-LARGE,0.521367521,Correct,784.0766071,259.7904685,3.909817572,800,258.4615387,5.128205126,784.064181,259.7937169,36,3,2,1,4,3,2,2
BERT-LARGE,0.521367521,Incorrect,797.5762957,255.5532068,3.909817572,800,258.4615387,5.128205126,797.581186,255.5532619,140,3,2,1,4,3,2,2
GLOVE-CNN,0.521367521,Correct,194.775584,258.0190195,3.909817572,200,258.4615387,5.128205126,194.7766722,258.0235353,35,3,2,1,4,3,2,2
GLOVE-CNN,0.521367521,Correct,205.5755255,257.4219413,3.909817572,200,258.4615387,5.128205126,205.5750587,257.4212776,139,3,2,1,4,3,2,2
GLOVE-LSTM,0.521367521,Correct,402.7547943,255.1872544,3.909817572,400,258.4615387,5.128205126,402.7561211,255.1861183,36,3,2,1,4,3,2,2
GLOVE-LSTM,0.521367521,Incorrect,393.7787878,261.2293706,3.909817572,400,258.4615387,5.128205126,393.7830048,261.2299827,140,3,2,1,4,3,2,2
ROBERTA-LARGE,0.521367521,Correct,618.5632399,259.0212255,3.909817572,600,258.4615387,5.128205126,618.5597994,259.0204859,36,3,2,1,4,3,2,2
ROBERTA-LARGE,0.521367521,Incorrect,608.4555268,262.8759534,3.909817572,600,258.4615387,5.128205126,608.453529,262.8755218,140,3,2,1,4,3,2,2
BERT-BASE,0.52173913,Correct,986.1890062,258.6938984,3.91117881,1000,258.2608698,5.13043478,986.1890695,258.692387,16,3,2,1,4,3,2,2
BERT-LARGE,0.52173913,Correct,804.6565315,263.7283278,3.91117881,800,258.2608698,5.13043478,804.6549081,263.7323393,16,3,2,1,4,3,2,2
GLOVE-CNN,0.52173913,Incorrect,216.0953565,259.949265,3.91117881,200,258.2608698,5.13043478,216.0935149,259.9491879,15,3,2,1,4,3,2,2
GLOVE-LSTM,0.52173913,Correct,416.3431898,259.1665735,3.91117881,400,258.2608698,5.13043478,416.3367316,259.1655202,16,3,2,1,4,3,2,2
ROBERTA-LARGE,0.52173913,Correct,599.3116631,257.0904113,3.91117881,600,258.2608698,5.13043478,599.3119614,257.0886434,16,3,2,1,4,3,2,2
BERT-BASE,0.533613445,Correct,974.5423113,253.3325803,3.954675527,1000,251.8487397,5.20168067,974.5435176,253.3325885,95,3,2,1,4,3,2,2
BERT-LARGE,0.533613445,Correct,807.4925048,251.115733,3.954675527,800,251.8487397,5.20168067,807.4946776,251.1127777,95,3,2,1,4,3,2,2
GLOVE-CNN,0.533613445,Incorrect,222.5824607,251.2314967,3.954675527,200,251.8487397,5.20168067,222.5790782,251.2317978,94,3,2,1,4,3,2,2
GLOVE-LSTM,0.533613445,Correct,393.003325,250.3929085,3.954675527,400,251.8487397,5.20168067,393.0050078,250.3948766,95,3,2,1,4,3,2,2
ROBERTA-LARGE,0.533613445,Correct,609.118288,252.0331763,3.954675527,600,251.8487397,5.20168067,609.1179447,252.0340986,95,3,2,1,4,3,2,2
BERT-BASE,0.535087719,Correct,1014.080229,249.0133903,3.960075929,1000,251.0526317,5.210526314,1014.077872,249.0136078,99,3,2,1,4,3,2,2
BERT-LARGE,0.535087719,Correct,818.2275131,249.1401871,3.960075929,800,251.0526317,5.210526314,818.2297959,249.1447198,99,3,2,1,4,3,2,2
GLOVE-CNN,0.535087719,Incorrect,211.9803922,248.6376689,3.960075929,200,251.0526317,5.210526314,211.9784295,248.6374278,98,3,2,1,4,3,2,2
GLOVE-LSTM,0.535087719,Correct,422.7332024,250.3715795,3.960075929,400,251.0526317,5.210526314,422.7305822,250.3748448,99,3,2,1,4,3,2,2
ROBERTA-LARGE,0.535087719,Correct,579.5623663,251.5048737,3.960075929,600,251.0526317,5.210526314,579.5668934,251.5045711,99,3,2,1,4,3,2,2
BERT-BASE,0.536363636,Incorrect,1003.157207,248.9640172,3.964749732,1000,250.3636366,5.218181816,1003.156116,248.9654469,71,3,2,1,4,3,2,2
BERT-LARGE,0.536363636,Correct,788.3537673,249.7925877,3.964749732,800,250.3636366,5.218181816,788.3539271,249.8025809,71,3,2,1,4,3,2,2
GLOVE-CNN,0.536363636,Correct,180.7077977,250.2299324,3.964749732,200,250.3636366,5.218181816,180.7116396,250.2304646,70,3,2,1,4,3,2,2
GLOVE-LSTM,0.536363636,Incorrect,411.8683372,249.2550189,3.964749732,400,250.3636366,5.218181816,411.8674557,249.2526805,71,3,2,1,4,3,2,2
ROBERTA-LARGE,0.536363636,Correct,619.3318511,248.1738548,3.964749732,600,250.3636366,5.218181816,619.3300438,248.1744716,71,3,2,1,4,3,2,2
BERT-BASE,0.540909091,Correct,984.088314,248.0062147,3.981400155,1000,247.9090909,5.245454546,984.0879394,248.0060587,67,3,2,1,4,3,2,2
BERT-LARGE,0.540909091,Correct,777.9324863,246.4436923,3.981400155,800,247.9090909,5.245454546,777.9392312,246.4373591,67,3,2,1,4,3,2,2
GLOVE-CNN,0.540909091,Correct,201.1014082,247.493411,3.981400155,200,247.9090909,5.245454546,201.1006325,247.4943327,66,3,2,1,4,3,2,2
GLOVE-LSTM,0.540909091,Correct,382.542411,247.2136003,3.981400155,400,247.9090909,5.245454546,382.5459668,247.2128282,67,3,2,1,4,3,2,2
ROBERTA-LARGE,0.540909091,Correct,599.8603278,246.2118524,3.981400155,600,247.9090909,5.245454546,599.8623232,246.2114177,67,3,2,1,4,3,2,2
BERT-BASE,0.542735043,Correct,993.9011179,243.1082946,3.988088786,1000,246.9230768,5.256410258,993.900724,243.1109832,56,3,2,1,4,3,2,2
BERT-LARGE,0.542735043,Correct,798.0327992,244.6655616,3.988088786,800,246.9230768,5.256410258,798.0266972,244.6664096,56,3,2,1,4,3,2,2
GLOVE-CNN,0.542735043,Correct,190.3927303,245.1161437,3.988088786,200,246.9230768,5.256410258,190.3938875,245.1142811,55,3,2,1,4,3,2,2
GLOVE-LSTM,0.542735043,Correct,402.0971818,244.3083587,3.988088786,400,246.9230768,5.256410258,402.0964346,244.3086729,56,3,2,1,4,3,2,2
ROBERTA-LARGE,0.542735043,Correct,588.9018005,245.7919689,3.988088786,600,246.9230768,5.256410258,588.9050738,245.7920332,56,3,2,1,4,3,2,2
BERT-BASE,0.560185185,Correct,1003.346881,237.3918906,4.052010274,1000,237.5000001,5.36111111,1003.344233,237.3933252,62,3,2,1,4,3,2,2
BERT-LARGE,0.560185185,Correct,805.9177099,236.9382094,4.052010274,800,237.5000001,5.36111111,805.9131698,236.9424954,62,3,2,1,4,3,2,2
GLOVE-CNN,0.560185185,Correct,204.9614595,237.1572536,4.052010274,200,237.5000001,5.36111111,204.9595611,237.1592332,61,3,2,1,4,3,2,2
GLOVE-LSTM,0.560185185,Correct,393.9794911,236.8259202,4.052010274,400,237.5000001,5.36111111,393.9808375,236.8258671,62,3,2,1,4,3,2,2
ROBERTA-LARGE,0.560185185,Correct,604.9983522,236.4477933,4.052010274,600,237.5000001,5.36111111,604.9979085,236.4475309,62,3,2,1,4,3,2,2
BERT-BASE,0.577868852,Incorrect,1010.344174,228.6867243,4.116787186,1000,227.9508199,5.467213112,1010.353167,228.6992383,96,3,2,1,4,3,2,2
BERT-LARGE,0.577868852,Incorrect,794.9612982,230.07315,4.116787186,800,227.9508199,5.467213112,794.9656962,230.0514464,96,3,2,1,4,3,2,2
GLOVE-CNN,0.577868852,Correct,197.3820811,228.9543415,4.116787186,200,227.9508199,5.467213112,197.3871296,228.9519626,95,4,2,1,4,3,2,2
GLOVE-LSTM,0.577868852,Incorrect,409.568272,230.7381631,4.116787186,400,227.9508199,5.467213112,409.5595425,230.7325327,96,4,2,1,4,3,2,2
ROBERTA-LARGE,0.577868852,Incorrect,589.2818545,231.8453398,4.116787186,600,227.9508199,5.467213112,589.2811558,231.8433737,96,3,2,1,4,3,2,2
BERT-BASE,0.58974359,Correct,990.2965271,225.0902848,4.160285453,1000,221.5384614,5.53846154,990.2826819,225.0963021,137,4,2,1,4,3,2,2
BERT-LARGE,0.58974359,Incorrect,805.4187603,225.7369772,4.160285453,800,221.5384614,5.53846154,805.4257043,225.742407,137,4,2,1,4,3,2,2
GLOVE-CNN,0.58974359,Incorrect,182.4560673,223.5574723,4.160285453,200,221.5384614,5.53846154,182.4593783,223.5564707,136,4,2,1,4,3,2,2
GLOVE-LSTM,0.58974359,Incorrect,382.1614168,224.6045165,4.160285453,400,221.5384614,5.53846154,382.1728105,224.5993192,137,4,2,1,4,3,2,2
ROBERTA-LARGE,0.58974359,Incorrect,598.9205538,225.9960413,4.160285453,600,221.5384614,5.53846154,598.9180667,225.9937686,137,4,2,1,4,3,2,2
BERT-BASE,0.600917431,Correct,1020.95831,219.8969086,4.201216268,1000,215.5045873,5.605504586,1020.944231,219.8936507,81,4,2,1,4,3,2,2
BERT-LARGE,0.600917431,Correct,784.9191033,219.5614248,4.201216268,800,215.5045873,5.605504586,784.9202534,219.565687,81,4,2,1,4,3,2,2
GLOVE-CNN,0.600917431,Correct,192.7007851,218.6494669,4.201216268,200,215.5045873,5.605504586,192.7030795,218.6502125,80,4,2,1,4,3,2,2
GLOVE-LSTM,0.600917431,Incorrect,391.2378883,217.7744046,4.201216268,400,215.5045873,5.605504586,391.2507121,217.7741852,81,4,2,1,4,3,2,2
ROBERTA-LARGE,0.600917431,Correct,596.0965186,214.9941841,4.201216268,600,215.5045873,5.605504586,596.0964713,214.9927749,81,4,2,1,4,3,2,2
BERT-BASE,0.601769912,Correct,982.9437765,216.4259015,4.204338985,1000,215.0442475,5.610619472,982.9549471,216.4125179,19,4,2,1,4,3,2,2
BERT-LARGE,0.601769912,Correct,817.2265051,219.2770604,4.204338985,800,215.0442475,5.610619472,817.2381549,219.2785202,19,4,2,1,4,3,2,2
GLOVE-CNN,0.601769912,Correct,204.0545294,219.8163995,4.204338985,200,215.0442475,5.610619472,204.0563648,219.8138567,18,4,2,1,4,3,2,2
GLOVE-LSTM,0.601769912,Correct,404.2282868,220.7582407,4.204338985,400,215.0442475,5.610619472,404.2183036,220.7562918,19,4,2,1,4,3,2,2
ROBERTA-LARGE,0.601769912,Correct,608.6026149,220.0545803,4.204338985,600,215.0442475,5.610619472,608.596756,220.0495334,19,4,2,1,4,3,2,2
BERT-BASE,0.602564103,Correct,994.1697865,214.4037492,4.207248181,1000,214.6153844,5.615384618,994.1850485,214.4218981,112,4,2,1,4,3,2,2
BERT-LARGE,0.602564103,Correct,796.3003066,218.8379838,4.207248181,800,214.6153844,5.615384618,796.2997231,218.8190183,112,4,2,1,4,3,2,2
GLOVE-CNN,0.602564103,Incorrect,220.9646856,215.867069,4.207248181,200,214.6153844,5.615384618,220.9586752,215.8656894,111,4,2,1,4,3,2,2
GLOVE-LSTM,0.602564103,Correct,421.0091756,217.5189869,4.207248181,400,214.6153844,5.615384618,421.0101208,217.5218378,112,4,2,1,4,3,2,2
ROBERTA-LARGE,0.602564103,Correct,586.3442226,220.908974,4.207248181,600,214.6153844,5.615384618,586.3459858,220.9077768,112,4,2,1,4,3,2,2
BERT-BASE,0.606837607,Correct,1004.749294,218.7248475,4.222902422,1000,212.3076922,5.641025642,1004.762961,218.7431164,3,4,2,1,4,3,2,2
BERT-LARGE,0.606837607,Correct,826.6438866,212.7629967,4.222902422,800,212.3076922,5.641025642,826.6513691,212.7604605,3,4,2,1,4,3,2,2
GLOVE-CNN,0.606837607,Incorrect,177.6546055,213.2374177,4.222902422,200,212.3076922,5.641025642,177.6561965,213.2387312,2,4,2,1,4,3,2,2
GLOVE-LSTM,0.606837607,Correct,399.8067237,210.2270062,4.222902422,400,212.3076922,5.641025642,399.8101098,210.2188203,3,4,2,1,4,3,2,2
ROBERTA-LARGE,0.606837607,Correct,616.8842777,212.1760872,4.222902422,600,212.3076922,5.641025642,616.8788319,212.1734677,3,4,2,1,4,3,2,2
BERT-BASE,0.611111111,Correct,1013.454,211.2692784,4.238556663,1000,210.0000001,5.666666666,1013.445107,211.2634759,104,4,2,1,4,3,2,2
BERT-LARGE,0.611111111,Correct,816.2819407,207.8687991,4.238556663,800,210.0000001,5.666666666,816.2877213,207.8728065,104,4,2,1,4,3,2,2
GLOVE-CNN,0.611111111,Correct,199.3854894,209.3669595,4.238556663,200,210.0000001,5.666666666,199.384046,209.3670238,103,4,2,1,4,3,2,2
GLOVE-LSTM,0.611111111,Correct,379.8219594,213.449605,4.238556663,400,210.0000001,5.666666666,379.8256059,213.4488824,104,4,2,1,4,3,2,2
ROBERTA-LARGE,0.611111111,Correct,627.9091912,215.3006351,4.238556663,600,210.0000001,5.666666666,627.9003739,215.3046724,104,4,2,1,4,3,2,2
BERT-BASE,0.612068966,Correct,972.1051155,212.7330161,4.242065375,1000,209.4827584,5.672413796,972.1123189,212.7359543,60,4,2,1,4,3,2,2
BERT-LARGE,0.612068966,Correct,806.8595974,214.4323114,4.242065375,800,209.4827584,5.672413796,806.8700181,214.4393686,60,4,2,1,4,3,2,2
GLOVE-CNN,0.612068966,Correct,187.9671827,208.2273897,4.242065375,200,209.4827584,5.672413796,187.9678032,208.2299821,59,4,2,1,4,3,2,2
GLOVE-LSTM,0.612068966,Correct,411.1751458,211.6635318,4.242065375,400,209.4827584,5.672413796,411.1769461,211.6700445,60,4,2,1,4,3,2,2
ROBERTA-LARGE,0.612068966,Correct,625.0934647,204.1715751,4.242065375,600,209.4827584,5.672413796,625.0921751,204.1752107,60,4,2,1,4,3,2,2
BERT-BASE,0.614035088,Correct,1024.727316,209.0838169,4.249267462,1000,208.4210525,5.684210528,1024.718016,209.0837269,53,4,2,1,4,3,2,2
BERT-LARGE,0.614035088,Correct,778.4288239,210.1299553,4.249267462,800,208.4210525,5.684210528,778.4364594,210.1312179,53,4,2,1,4,3,2,2
GLOVE-CNN,0.614035088,Correct,210.8072478,210.5715646,4.249267462,200,208.4210525,5.684210528,210.8044954,210.5674706,52,4,2,1,4,3,2,2
GLOVE-LSTM,0.614035088,Correct,428.5227849,208.8697061,4.249267462,400,208.4210525,5.684210528,428.5153579,208.8673156,53,4,2,1,4,3,2,2
ROBERTA-LARGE,0.614035088,Correct,583.1530281,209.9180572,4.249267462,600,208.4210525,5.684210528,583.1622875,209.9162986,53,4,2,1,4,3,2,2
BERT-BASE,0.618644068,Correct,1002.826675,206.8747102,4.266150583,1000,205.9322033,5.711864408,1002.819312,206.8691025,139,4,2,1,4,3,2,2
BERT-LARGE,0.618644068,Correct,794.142718,207.5700873,4.266150583,800,205.9322033,5.711864408,794.1372209,207.5535581,139,4,2,1,4,3,2,2
GLOVE-CNN,0.618644068,Correct,230.3436625,207.2216094,4.266150583,200,205.9322033,5.711864408,230.3396159,207.2213667,138,4,2,1,4,3,2,2
GLOVE-LSTM,0.618644068,Correct,371.5883184,205.4144734,4.266150583,400,205.9322033,5.711864408,371.5937733,205.4141619,139,4,2,1,4,3,2,2
ROBERTA-LARGE,0.618644068,Correct,572.743606,204.9967019,4.266150583,600,205.9322033,5.711864408,572.7547258,204.9944545,139,4,2,1,4,3,2,2
