Label,Score,Status,x,y,r,x0,y0,r0,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
GLOVE-CNN,0.92360365,Incorrect,184.0071677,64.32764638,5.383245809,200,63.663625,7.5416219,184.0289857,64.32577484,141,2,1,1,5,4,3,2
ROBERTA-LARGE,0.92381412,Incorrect,637.4600579,63.71317272,5.38401678,600,63.48823333,7.54288472,637.4825173,63.71599421,116,2,1,1,5,4,3,2
BERT-LARGE,0.92407596,Correct,823.7893225,66.8949565,5.384975924,800,63.27003333,7.54445576,823.7825006,66.87555011,148,2,1,1,5,4,3,2
GLOVE-LSTM,0.92446607,Correct,414.6788702,58.48359907,5.386404933,400,62.94494167,7.54679642,414.7025882,58.49502406,60,2,1,1,5,4,3,2
BERT-BASE,0.9254809,Correct,976.7291633,64.39020542,5.39012235,1000,62.09925,7.5528854,976.7019401,64.3819153,63,2,1,1,5,4,3,2
GLOVE-LSTM,0.92593235,Correct,428.9873264,82.02289032,5.391776053,400,61.72304167,7.5555941,429.0105727,82.03362207,139,2,1,1,5,4,3,2
BERT-BASE,0.92619538,Correct,1046.383661,66.01221587,5.392739556,1000,61.50385,7.55717228,1046.354526,66.00350241,46,2,1,1,5,4,3,2
GLOVE-LSTM,0.92664337,Correct,421.4171294,70.50511323,5.394380585,400,61.130525,7.55986022,421.4340906,70.52247127,87,2,1,1,5,4,3,2
GLOVE-CNN,0.92687631,Correct,197.226195,60.45871741,5.395233866,200,60.93640833,7.56125786,197.2484155,60.46624726,90,2,1,1,5,4,3,2
ROBERTA-LARGE,0.92698061,Correct,617.8917434,77.04415872,5.395615926,600,60.84949167,7.56188366,617.9207957,77.02428303,100,2,1,1,5,4,3,2
GLOVE-LSTM,0.92705137,Correct,468.7731933,68.89997468,5.395875127,400,60.790525,7.56230822,468.7270521,68.91483603,61,2,1,1,5,4,3,2
BERT-LARGE,0.92706192,Correct,797.7251135,76.46742399,5.395913773,800,60.78173333,7.56237152,797.7262607,76.45340533,135,2,1,1,5,4,3,2
BERT-BASE,0.92790192,Correct,1032.604563,65.45084897,5.39899077,1000,60.08173333,7.56741152,1032.577225,65.44381331,124,2,1,1,5,4,3,2
GLOVE-LSTM,0.92810631,Correct,379.3751408,46.32234567,5.39973947,400,59.91140833,7.56863786,379.3924638,46.33090532,85,2,1,1,5,4,3,2
GLOVE-LSTM,0.92816275,Correct,351.4836069,68.48317679,5.399946215,400,59.864375,7.5689765,351.5082068,68.46664671,45,2,1,1,5,5,3,2
ROBERTA-LARGE,0.92943603,Correct,607.6050564,67.84594843,5.404610358,600,58.80330833,7.57661618,607.6518707,67.81160153,103,2,1,1,5,5,3,2
BERT-LARGE,0.92969477,Correct,810.6879414,71.67163185,5.405558146,800,58.58769167,7.57816862,810.680917,71.65938395,100,2,1,1,5,5,3,2
ROBERTA-LARGE,0.92997122,Correct,578.9654462,72.42704943,5.406570808,600,58.35731667,7.57982732,579.0225039,72.37830227,7,2,2,1,5,5,3,2
GLOVE-LSTM,0.93078959,Correct,400.4941788,58.48743588,5.409568573,400,57.67534167,7.58473754,400.5158613,58.49494065,82,2,2,1,5,5,3,2
BERT-LARGE,0.9317168,Correct,787.0554463,67.7211636,5.41296503,800,56.90266667,7.5903008,787.0531888,67.70970305,83,2,1,1,5,5,3,2
ROBERTA-LARGE,0.93181431,Incorrect,592.6407053,70.34139661,5.413322218,600,56.82140833,7.59088586,592.6900919,70.29368563,58,2,2,1,5,5,3,2
BERT-LARGE,0.93193543,Correct,848.0198181,70.81330229,5.413765892,800,56.720475,7.59161258,847.9954808,70.79787222,45,2,2,1,5,5,3,2
BERT-LARGE,0.93197167,Correct,763.1522468,64.35625204,5.413898642,800,56.690275,7.59183002,763.1548215,64.34837841,59,2,2,1,5,5,3,2
GLOVE-LSTM,0.93199414,Correct,372.8349209,58.49158884,5.413980952,400,56.67155,7.59196484,372.8606216,58.50152431,23,2,2,1,5,5,3,2
GLOVE-LSTM,0.93208897,Correct,452.0769235,70.04005627,5.414328323,400,56.592525,7.59253382,452.0431608,70.03412975,144,2,2,1,5,5,3,2
GLOVE-LSTM,0.93318021,Correct,359.0862838,56.94994527,5.418325636,400,55.68315833,7.59908126,359.1163013,56.94020274,147,2,2,1,5,5,3,2
GLOVE-LSTM,0.93377334,Correct,407.6032836,70.33616762,5.420498326,400,55.18888333,7.60264004,407.6225398,70.34411385,54,2,2,1,5,5,3,2
BERT-BASE,0.93469518,Correct,956.1188466,54.00141892,5.423875112,1000,54.42068333,7.60817108,956.1015073,54.00547686,69,2,2,1,5,5,3,2
BERT-BASE,0.93491924,Correct,1005.051486,65.01395199,5.424695864,1000,54.23396667,7.60951544,1005.029012,65.00789692,14,2,2,1,5,5,3,2
GLOVE-LSTM,0.93502575,Correct,345.2628685,56.11453051,5.42508602,400,54.14520833,7.6101545,345.2955342,56.09324286,29,2,2,1,5,5,3,2
BERT-BASE,0.93557709,Correct,969.8842404,52.43319991,5.42710563,1000,53.68575833,7.61346254,969.8640253,52.42127535,5,2,2,1,5,5,3,2
GLOVE-CNN,0.93566447,Correct,211.0082282,61.43730237,5.427425711,200,53.61294167,7.61398682,211.0298356,61.42028774,32,2,2,1,5,5,3,2
ROBERTA-LARGE,0.93582863,Correct,542.3642196,64.73631693,5.428027044,600,53.47614167,7.61497178,542.4432997,64.68548109,88,2,2,1,5,5,3,2
ROBERTA-LARGE,0.93646175,Correct,556.0690862,62.73065617,5.430346221,600,52.94854167,7.6187705,556.145568,62.67578735,27,2,2,1,5,5,3,2
GLOVE-LSTM,0.93684703,Correct,386.6698311,58.07504326,5.431757538,400,52.627475,7.62108218,386.6934684,58.07759176,69,2,2,1,5,5,3,2
BERT-BASE,0.93775421,Correct,1065.834758,66.7436711,5.435080622,1000,51.87149167,7.62652526,1065.900137,66.75546995,123,2,2,1,5,5,3,2
BERT-BASE,0.93910176,Correct,1026.670053,52.95185827,5.440016823,1000,50.74853333,7.63461056,1026.635536,52.95061732,107,2,2,1,5,5,3,2
BERT-BASE,0.94016498,Correct,998.3942204,52.84764236,5.443911496,1000,49.86251667,7.64098988,998.3680109,52.84613356,135,2,2,1,5,5,3,2
BERT-LARGE,0.94040352,Correct,887.457271,56.52127469,5.44478529,800,49.66373333,7.64242112,887.4216659,56.51244862,105,2,2,1,5,5,3,2
BERT-LARGE,0.94320649,Incorrect,776.0989918,59.22351277,5.455052829,800,47.327925,7.65923894,776.0883797,59.22292982,119,2,2,1,5,5,3,2
GLOVE-LSTM,0.94334304,Correct,459.6836728,58.45862344,5.455553025,400,47.21413333,7.66005824,459.6564103,58.46027538,89,2,2,1,5,5,3,2
BERT-LARGE,0.94426024,Incorrect,800.0221177,62.84772816,5.458912813,800,46.4498,7.66556144,800.0187745,62.83484697,127,3,2,1,5,5,3,2
BERT-LARGE,0.94471884,Correct,861.2321206,65.97485417,5.460592708,800,46.06763333,7.66831304,861.1993676,65.95940772,36,3,2,1,5,5,3,2
BERT-BASE,0.94485164,Correct,1040.552053,53.44556773,5.461079166,1000,45.95696667,7.66910984,1040.515676,53.44263176,51,3,2,1,5,5,3,2
GLOVE-LSTM,0.94506878,Correct,429.0139189,58.95768798,5.46187457,400,45.77601667,7.67041268,428.995347,58.95255824,22,3,2,1,5,5,3,2
GLOVE-LSTM,0.9451766,Correct,365.6103948,44.7268458,5.462269525,400,45.68616667,7.6710596,365.631048,44.71705382,4,3,2,1,5,5,3,2
GLOVE-CNN,0.94632339,Incorrect,153.8646656,54.36608504,5.466470323,200,44.73050833,7.67794034,153.9063529,54.35480179,5,3,2,1,5,5,3,2
GLOVE-LSTM,0.94698584,Incorrect,436.3852938,47.15482754,5.468896939,400,44.17846667,7.68191504,436.3612135,47.1483187,94,3,2,1,5,5,3,2
BERT-BASE,0.9480409,Correct,1097.914324,29.54520815,5.472761721,1000,43.29925,7.6882454,1097.863613,29.53278244,100,3,2,1,5,5,3,2
BERT-BASE,0.94818681,Correct,1083.141039,53.5969123,5.473296203,1000,43.17765833,7.68912086,1083.098312,53.58170293,125,3,2,1,5,5,3,2
BERT-LARGE,0.94828773,Correct,789.2363947,54.02620945,5.473665883,800,43.09355833,7.68972638,789.2339804,54.01838947,142,3,2,1,5,5,3,2
BERT-BASE,0.94845122,Correct,1062.243242,41.16367083,5.474264762,1000,42.95731667,7.69070732,1062.20215,41.15617005,134,3,2,1,5,5,3,2
ROBERTA-LARGE,0.94849455,Incorrect,627.7601782,51.09857585,5.474423483,600,42.92120833,7.6909673,627.761101,51.07560011,23,3,2,1,5,5,3,2
BERT-BASE,0.94921929,Correct,984.0894267,52.58453506,5.477078273,1000,42.31725833,7.69531574,984.056629,52.58867129,133,3,2,1,5,5,3,2
GLOVE-CNN,0.9501968,Correct,204.8915507,48.40418825,5.480658983,200,41.50266667,7.7011808,204.9221797,48.39532768,88,3,2,1,5,5,3,2
ROBERTA-LARGE,0.95038927,Incorrect,623.4213604,64.31647596,5.481364019,600,41.342275,7.70233562,623.4614401,64.30379245,21,3,2,1,5,5,3,2
GLOVE-CNN,0.95062298,Correct,219.0239603,50.0811511,5.48222012,200,41.14751667,7.70373788,219.0545811,50.07360364,8,3,2,1,5,5,3,2
BERT-BASE,0.95093018,Correct,1019.764092,40.88888295,5.483345422,1000,40.89151667,7.70558108,1019.729499,40.88889331,92,3,2,1,5,5,3,2
BERT-BASE,0.95138943,Correct,1069.187216,53.24247172,5.485027697,1000,40.50880833,7.70833658,1069.146628,53.23060004,108,3,2,1,5,5,3,2
BERT-LARGE,0.95157731,Correct,813.1102233,58.03071179,5.485715919,800,40.35224167,7.70946386,813.0989977,58.01811033,29,3,2,1,5,5,3,2
BERT-LARGE,0.95198727,Correct,874.3486746,61.22640224,5.487217641,800,40.01060833,7.71192362,874.3137831,61.21519635,112,3,2,1,5,5,3,2
ROBERTA-LARGE,0.95330399,Incorrect,506.3813756,57.85997775,5.492040908,600,38.91334167,7.71982394,506.41301,57.78907868,140,3,2,1,5,5,3,2
BERT-LARGE,0.95420694,Correct,837.2706532,62.02091115,5.495348498,800,38.16088333,7.72524164,837.2448336,62.01112594,87,3,2,1,5,5,3,2
GLOVE-LSTM,0.95511448,Correct,443.9358211,58.84674972,5.498672901,400,37.4046,7.73068688,443.9153059,58.83503548,37,3,2,1,5,5,3,2
BERT-BASE,0.95584494,Correct,1076.488348,41.33053632,5.501348644,1000,36.79588333,7.73506964,1076.443702,41.31898012,102,3,2,1,5,5,3,2
GLOVE-LSTM,0.95609498,Correct,351.3778622,43.62157823,5.502264563,400,36.58751667,7.73656988,351.4096139,43.60294858,86,3,2,1,5,5,3,2
BERT-BASE,0.95637685,Incorrect,1097.486164,53.88545621,5.503297079,1000,36.352625,7.7382611,1097.432291,53.87366361,143,3,2,1,5,5,3,2
BERT-BASE,0.95676136,Correct,1055.195869,53.22409522,5.504705575,1000,36.0322,7.74056816,1055.1586,53.21654418,26,3,2,1,5,5,3,2
GLOVE-CNN,0.95692289,Incorrect,167.7121409,56.10590869,5.505297274,200,35.89759167,7.74153734,167.7518705,56.09417313,98,3,2,1,5,5,3,2
ROBERTA-LARGE,0.95836937,Correct,580.2448308,34.62062557,5.510595865,600,34.69219167,7.75021622,580.3127598,34.57478616,71,3,2,1,5,5,3,2
ROBERTA-LARGE,0.95881718,Incorrect,547.147653,51.65827173,5.512236234,600,34.31901667,7.75290308,547.2263493,51.60853168,119,3,2,1,5,5,3,2
ROBERTA-LARGE,0.9605248,Correct,602.413852,17.77978785,5.518491405,600,32.896,7.7631488,602.4185925,17.82429417,125,3,2,1,5,5,3,2
GLOVE-LSTM,0.9605794,Correct,422.1624395,46.79313518,5.51869141,400,32.8505,7.7634764,422.1509235,46.78464212,51,3,2,1,5,5,3,2
BERT-LARGE,0.96116644,Correct,852.7922372,43.16126558,5.520841792,800,32.3613,7.76699864,852.7626191,43.14979257,15,3,2,1,5,5,3,2
GLOVE-LSTM,0.96144009,Correct,372.5485009,32.62036274,5.521844197,400,32.13325833,7.76864054,372.5660824,32.61299936,7,3,2,1,5,5,3,2
BERT-BASE,0.96220708,Correct,977.3240617,40.37710433,5.524653752,1000,31.4941,7.77324248,977.288081,40.38136474,13,3,2,1,5,5,3,2
GLOVE-LSTM,0.96304101,Correct,429.6868392,34.94172398,5.527708515,400,30.79915833,7.77824606,429.6734627,34.93490744,13,3,2,1,5,5,3,2
ROBERTA-LARGE,0.96326882,Correct,603.3841098,44.37084989,5.528543004,600,30.60931667,7.77961292,603.4326644,44.32629403,14,3,2,1,5,5,3,2
GLOVE-CNN,0.96337277,Incorrect,134.0205092,39.74528044,5.528923783,200,30.52269167,7.78023662,134.064757,39.73343562,21,3,2,1,5,5,3,2
GLOVE-LSTM,0.96364868,Correct,393.2910998,45.80364098,5.529934467,400,30.29276667,7.78189208,393.305574,45.80403909,95,3,2,1,5,5,3,2
BERT-LARGE,0.96376669,Incorrect,815.4399731,44.03995322,5.530366748,800,30.194425,7.78260014,815.4234105,44.02699022,143,3,2,1,5,5,3,2
BERT-BASE,0.96458232,Correct,1012.920996,28.67779933,5.533354477,1000,29.51473333,7.78749392,1012.885776,28.68052457,146,3,2,1,5,5,3,2
BERT-BASE,0.96469694,Correct,977.8014866,15.91621057,5.53377434,1000,29.41921667,7.78818164,977.7695885,15.92799773,132,3,2,1,5,5,3,2
BERT-LARGE,0.96493739,Correct,863.5922068,52.2309847,5.534655131,800,29.21884167,7.78962434,863.5601344,52.21908603,46,3,2,1,5,5,3,2
BERT-BASE,0.96504927,Correct,1104.750319,41.77976699,5.535064958,1000,29.12560833,7.79029562,1104.701105,41.76393301,30,3,2,1,5,5,3,2
BERT-BASE,0.96521252,Incorrect,1012.694442,52.99576795,5.535662958,1000,28.98956667,7.79127512,1012.662151,52.99392057,47,3,2,1,5,5,3,2
BERT-LARGE,0.96529704,Correct,876.826976,47.46022997,5.535972562,800,28.91913333,7.79178224,876.7935966,47.45350607,30,3,2,1,5,5,3,2
GLOVE-CNN,0.96555662,Correct,162.2515442,43.17185547,5.536923428,200,28.70281667,7.79333972,162.2930716,43.16306037,66,3,2,1,5,5,3,2
BERT-BASE,0.96582806,Correct,928.1138247,27.31064164,5.537917738,1000,28.47661667,7.79496836,928.0776694,27.29331619,131,3,2,1,5,5,3,2
BERT-LARGE,0.9658463,Correct,839.6109027,48.05745772,5.537984553,800,28.46141667,7.7950778,839.5902016,48.0376695,38,3,2,1,5,5,3,2
ROBERTA-LARGE,0.96590328,Correct,496.2653286,45.71963592,5.538193276,600,28.41393333,7.79541968,496.3593727,45.65719243,69,3,2,1,5,5,3,2
BERT-BASE,0.96612495,Correct,941.6448835,52.0790538,5.539005273,1000,28.22920833,7.7967497,941.6035583,52.06496795,21,3,2,1,5,5,3,2
BERT-LARGE,0.96648359,Correct,903.3606819,38.00079283,5.540319005,800,27.93034167,7.79890154,903.3272368,37.99507059,53,3,2,1,5,5,3,2
ROBERTA-LARGE,0.96697515,Correct,532.1963611,27.78495684,5.542119635,600,27.52070833,7.8018509,532.188637,27.77875449,84,3,2,1,5,5,3,2
ROBERTA-LARGE,0.9671765,Incorrect,510.2314218,44.41516091,5.542857199,600,27.35291667,7.803059,510.3237084,44.36567139,22,3,2,1,5,5,3,2
BERT-LARGE,0.96732616,Incorrect,765.1526594,50.56079444,5.543405417,800,27.2282,7.80395696,765.1442225,50.55250758,27,3,2,1,5,5,3,2
BERT-LARGE,0.96768928,Correct,911.7575355,49.31410174,5.544735559,800,26.9256,7.80613568,911.7312249,49.29862355,34,3,2,1,5,5,3,2
BERT-BASE,0.96984375,Correct,1048.211426,41.06012374,5.552627583,1000,25.13020833,7.8190625,1048.172813,41.05658895,118,3,2,1,5,5,3,2
BERT-LARGE,0.97072852,Correct,754.320307,41.65861496,5.555868577,800,24.3929,7.82437112,754.3228517,41.64176502,136,3,2,1,5,5,3,2
GLOVE-CNN,0.97072875,Correct,241.6419301,40.50051264,5.55586942,200,24.39270833,7.8243725,241.6604484,40.49720403,43,3,2,1,5,5,3,2
ROBERTA-LARGE,0.97085428,Correct,569.9065918,60.73547664,5.556329248,600,24.2881,7.82512568,569.9791539,60.68142626,124,3,2,1,5,5,3,2
BERT-LARGE,0.97101969,Incorrect,890.1337765,42.81106275,5.55693516,800,24.15025833,7.82611814,890.101155,42.80416032,116,3,2,1,5,5,3,2
BERT-BASE,0.97233081,Correct,942.1809,27.55988605,5.561737914,1000,23.05765833,7.83398486,942.1480189,27.55316584,87,3,2,1,5,5,3,2
GLOVE-LSTM,0.9724099,Incorrect,415.230582,34.57466965,5.562027628,400,22.99175,7.8344594,415.2220325,34.56620471,59,3,2,1,5,5,3,2
GLOVE-LSTM,0.97261029,Correct,451.5559544,47.08423017,5.562761675,400,22.82475833,7.83566174,451.541304,47.07943565,9,3,2,1,5,5,3,2
GLOVE-LSTM,0.97267872,Correct,386.6562392,33.30656887,5.563012341,400,22.76773333,7.83607232,386.6632847,33.29513848,18,3,2,1,5,5,3,2
GLOVE-CNN,0.97319037,Incorrect,301.1831802,22.73842834,5.564886562,200,22.34135833,7.83914222,301.195531,22.74538075,125,3,2,1,5,5,3,2
BERT-LARGE,0.97333694,Correct,741.1915784,46.92794752,5.565423462,800,22.21921667,7.84002164,741.2118473,46.94952455,106,3,2,1,5,5,3,2
BERT-LARGE,0.97382158,Correct,917.3642716,36.36376583,5.567198743,800,21.81535,7.84292948,917.3268498,36.34595704,134,3,2,1,5,5,3,2
BERT-BASE,0.97385752,Correct,956.2807388,27.86863044,5.567330394,1000,21.7854,7.84314512,956.2488853,27.8655383,139,3,2,1,5,5,3,2
BERT-BASE,0.97487861,Correct,963.7401483,15.63154706,5.571070742,1000,20.93449167,7.84927166,963.7072052,15.63853131,18,3,2,1,5,5,3,2
BERT-LARGE,0.97503585,Correct,802.34841,49.09163028,5.571646726,800,20.80345833,7.8502151,802.338451,49.08121895,67,3,2,1,5,5,3,2
GLOVE-LSTM,0.97554559,Correct,459.0439231,35.14004307,5.573513951,400,20.378675,7.85327354,459.0286957,35.13724649,114,3,2,1,5,5,3,2
BERT-LARGE,0.97574711,Correct,778.1993201,45.34334005,5.574252138,800,20.21074167,7.85448266,778.1925181,45.34500724,109,3,2,1,5,5,3,2
BERT-BASE,0.97578454,Incorrect,1005.712066,40.80254896,5.574389247,1000,20.17955,7.85470724,1005.678552,40.8030272,2,3,2,1,5,5,3,2
BERT-BASE,0.9757849,Correct,963.1276845,40.19528213,5.574390566,1000,20.17925,7.8547094,963.0896207,40.19581487,101,3,2,1,5,5,3,2
GLOVE-LSTM,0.97614437,Correct,443.8197917,35.2500385,5.575707338,400,19.87969167,7.85686622,443.805416,35.24778819,3,3,2,1,5,5,3,2
BERT-LARGE,0.97673893,Correct,868.5297517,24.30624135,5.577885266,800,19.384225,7.86043358,868.4984485,24.30473769,144,3,2,1,5,5,3,2
BERT-LARGE,0.97705096,Correct,850.4076547,57.02575267,5.579028261,800,19.1242,7.86230576,850.3770699,57.01150846,149,3,2,1,5,5,3,2
GLOVE-LSTM,0.9771558,Correct,400.9529138,33.98437698,5.5794123,400,19.03683333,7.8629348,400.9529738,33.9769963,117,3,2,1,5,5,3,2
ROBERTA-LARGE,0.97735035,Correct,575.1222096,47.59826483,5.580124954,600,18.87470833,7.8641021,575.1944155,47.55242009,149,3,2,1,5,5,3,2
GLOVE-LSTM,0.97740901,Correct,358.3842343,31.43032523,5.580339831,400,18.825825,7.86445406,358.4168122,31.41579311,36,3,2,1,5,5,3,2
BERT-BASE,0.97760516,Correct,991.8660161,16.13717922,5.581058347,1000,18.66236667,7.86563096,991.8323202,16.14677456,86,3,2,1,5,5,3,2
GLOVE-LSTM,0.97773212,Correct,430.2181414,10.47580233,5.581523413,400,18.55656667,7.86639272,430.2136581,10.47389792,64,3,2,1,5,5,3,2
GLOVE-LSTM,0.97797477,Incorrect,458.6908896,11.04590834,5.582412263,400,18.35435833,7.86784862,458.6799755,11.04867295,113,3,2,1,5,5,3,2
BERT-LARGE,0.97868264,Correct,730.1392474,38.15921122,5.585005256,800,17.76446667,7.87209584,730.1606327,38.17467177,146,3,2,1,5,5,3,2
BERT-LARGE,0.97869861,Correct,745.3269177,18.36320348,5.585063756,800,17.75115833,7.87219166,745.3305143,18.34678733,131,3,2,1,5,5,3,2
GLOVE-LSTM,0.9792006,Correct,407.6081158,46.43130651,5.586902592,400,17.33283333,7.8752036,407.6052012,46.42929022,70,3,2,1,5,5,3,2
BERT-BASE,0.97944152,Correct,998.7918168,28.48012627,5.587785104,1000,17.13206667,7.87664912,998.7571491,28.48349316,10,3,2,1,5,5,3,2
BERT-LARGE,0.9795925,Correct,884.1766113,5.554689391,5.588338158,800,17.00625,7.877555,884.1420532,5.560323763,50,3,2,1,5,5,3,2
BERT-BASE,0.97964454,Correct,1126.160936,29.8318713,5.588528785,1000,16.96288333,7.87786724,1126.106125,29.81520253,79,3,2,1,5,5,3,2
ROBERTA-LARGE,0.9802171,Incorrect,583.9495365,59.4261714,5.590626126,600,16.48575,7.8813026,584.0270689,59.36955703,93,3,2,1,5,5,3,2
BERT-BASE,0.98044729,Correct,1013.262689,3.831938545,5.591469333,1000,16.293925,7.88268374,1013.226761,3.841863219,144,3,2,1,5,5,3,2
BERT-LARGE,0.98056394,Correct,806.9403523,20.8683886,5.591896633,800,16.19671667,7.88338364,806.9272973,20.85289674,97,3,2,1,5,5,3,2
BERT-BASE,0.98064548,Correct,1041.262631,28.76962582,5.592195321,1000,16.12876667,7.88387288,1041.222425,28.76997058,12,3,2,1,5,5,3,2
GLOVE-CNN,0.98067975,Correct,287.0269281,21.11939183,5.592320855,200,16.10020833,7.8840785,287.0448049,21.12778488,95,3,2,1,5,5,3,2
BERT-BASE,0.98113662,Correct,1111.989397,29.6645452,5.593994413,1000,15.71948333,7.88681972,1111.93669,29.64934433,90,3,2,1,5,5,3,2
BERT-BASE,0.98132968,Correct,978.1375615,-8.728338957,5.594701609,1000,15.5586,7.88797808,978.1303908,-8.732494867,53,3,2,1,5,5,3,2
GLOVE-LSTM,0.98137546,Correct,416.3165414,10.1002898,5.594869306,400,15.52045,7.88825276,416.3150213,10.09569055,39,3,2,1,5,5,3,2
BERT-LARGE,0.98137993,Incorrect,734.4640677,9.52455734,5.59488568,800,15.516725,7.88827958,734.4696256,9.529793311,94,3,2,1,5,5,3,2
ROBERTA-LARGE,0.98176825,Correct,692.8018089,39.72392995,5.596308132,600,15.193125,7.8906095,692.8231532,39.74210146,83,3,2,1,5,5,3,2
BERT-BASE,0.98196512,Correct,964.3658015,-8.937202132,5.597029285,1000,15.02906667,7.89179072,964.3744664,-8.930566109,149,3,2,1,5,5,3,2
BERT-LARGE,0.98203826,Correct,906.0857934,23.79453213,5.597297203,800,14.96811667,7.89222956,906.0460881,23.80307149,10,4,2,1,5,5,3,2
BERT-LARGE,0.98223853,Incorrect,780.5292788,31.07269489,5.598030811,800,14.801225,7.89343118,780.5288343,31.06164072,93,4,2,1,5,5,3,2
BERT-BASE,0.98224211,Correct,991.5264805,40.66218622,5.598043925,1000,14.79824167,7.89345266,991.4994321,40.66562521,142,3,2,1,5,5,3,2
GLOVE-CNN,0.98227179,Incorrect,250.1837809,29.19992391,5.598152646,200,14.77350833,7.89363074,250.2023771,29.19793975,69,4,2,1,5,5,3,2
GLOVE-CNN,0.98262656,Correct,148.2142934,41.50470035,5.599452201,200,14.47786667,7.89575936,148.2575489,41.49558943,35,4,2,1,5,5,3,2
BERT-BASE,0.9827953,Correct,935.3907065,15.15110873,5.600070311,1000,14.33725,7.8967718,935.3627705,15.14372161,75,4,2,1,5,5,3,2
BERT-LARGE,0.98285669,Incorrect,866.0152001,38.3685546,5.600295188,800,14.28609167,7.89714014,865.981862,38.36003563,137,4,2,1,5,5,3,2
BERT-BASE,0.98291528,Correct,1133.805337,17.86199583,5.600509809,1000,14.23726667,7.89749168,1133.746206,17.84511094,73,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98305422,Correct,495.351921,20.40316182,5.601018759,600,14.12148333,7.89832532,495.3395955,20.41108175,143,4,2,1,5,5,3,2
BERT-BASE,0.98311204,Correct,942.640136,2.96522369,5.601230559,1000,14.0733,7.89867224,942.6212274,2.963250007,37,4,2,1,5,5,3,2
BERT-BASE,0.98313719,Correct,1141.083262,5.674431258,5.601322686,1000,14.05234167,7.89882314,1141.021161,5.658009696,91,4,2,1,5,5,3,2
GLOVE-LSTM,0.98338509,Incorrect,377.1375385,-17.6069767,5.602230767,400,13.84575833,7.90031054,377.1243862,-17.60839326,46,4,2,1,5,5,3,2
BERT-LARGE,0.98363531,Correct,723.4056678,0.683542647,5.603147346,800,13.63724167,7.90181186,723.4088494,0.693163778,77,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98363715,Correct,509.4524022,18.62641091,5.603154086,600,13.63570833,7.9018229,509.4447302,18.63071596,38,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98374718,Correct,561.0894337,49.69219978,5.603557136,600,13.54401667,7.90248308,561.1748255,49.6457833,65,4,2,1,5,5,3,2
BERT-BASE,0.9837712,Correct,1048.513284,16.5190408,5.603645123,1000,13.524,7.9026272,1048.470146,16.51907178,25,4,2,1,5,5,3,2
GLOVE-CNN,0.98388809,Correct,85.85000877,21.13499746,5.604073302,200,13.42659167,7.90332854,85.90897165,21.13136369,57,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98408103,Correct,624.1029727,0.395000999,5.604780059,600,13.26580833,7.90448618,624.1227153,0.392961183,144,4,2,1,5,5,3,2
ROBERTA-LARGE,0.9841159,Incorrect,489.452648,33.34993462,5.604907791,600,13.23675,7.9046954,489.4373489,33.35233579,148,4,2,1,5,5,3,2
GLOVE-LSTM,0.98463297,Correct,394.363891,21.42264329,5.606801867,400,12.80585833,7.90779782,394.3703803,21.41471621,12,4,2,1,5,5,3,2
BERT-BASE,0.98482394,Correct,984.6139762,28.25191613,5.607501408,1000,12.64671667,7.90894364,984.5816568,28.26092744,39,4,2,1,5,5,3,2
BERT-BASE,0.98483282,Correct,948.9707793,39.98361538,5.607533936,1000,12.63931667,7.90899692,948.9350653,39.97584164,6,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98488116,Correct,691.9998133,-40.04248717,5.60771101,600,12.59903333,7.90928696,692.0011838,-40.00471799,3,4,2,1,5,5,3,2
BERT-BASE,0.98500526,Correct,1055.404032,28.85351081,5.6081656,1000,12.49561667,7.91003156,1055.360667,28.84986087,89,4,2,1,5,5,3,2
BERT-BASE,0.98507166,Correct,1083.861271,29.17302115,5.608408829,1000,12.44028333,7.91042996,1083.813116,29.16269741,64,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98514843,Incorrect,659.7738731,12.82748386,5.608690045,600,12.37630833,7.91089058,659.7986949,12.85382307,2,4,2,1,5,5,3,2
GLOVE-LSTM,0.98556417,Correct,344.4331315,28.7795875,5.610212939,400,12.02985833,7.91338502,344.4630595,28.78979184,76,4,2,1,5,5,3,2
BERT-BASE,0.98567343,Correct,984.9808043,3.761863423,5.610613168,1000,11.93880833,7.91404058,984.9478082,3.772998936,48,4,2,1,5,5,3,2
BERT-BASE,0.98580301,Correct,934.7541198,39.72014972,5.611087832,1000,11.830825,7.91481806,934.7209534,39.70413201,81,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98592007,Correct,631.0860924,37.43084183,5.611516633,600,11.733275,7.91552042,631.1131322,37.42090167,79,4,2,1,5,5,3,2
BERT-BASE,0.98607987,Correct,1069.973398,4.320533665,5.612101996,1000,11.60010833,7.91647922,1069.923995,4.315890936,36,4,2,1,5,5,3,2
GLOVE-LSTM,0.9861275,Correct,419.7049587,-15.77265966,5.612276469,400,11.56041667,7.916765,419.6785233,-15.76210345,145,4,2,1,5,5,3,2
